sentiment,source,length
positive,IMDB Review,137
positive,IMDB Review,283
positive,IMDB Review,131
positive,IMDB Review,215
negative,IMDB Review,143
positive,IMDB Review,161
positive,IMDB Review,150
negative,IMDB Review,132
positive,IMDB Review,275
negative,IMDB Review,353
positive,IMDB Review,199
positive,IMDB Review,831
negative,IMDB Review,183
negative,IMDB Review,283
positive,IMDB Review,87
positive,IMDB Review,437
negative,IMDB Review,266
positive,IMDB Review,410
positive,IMDB Review,169
positive,IMDB Review,260
positive,IMDB Review,210
negative,IMDB Review,125
negative,IMDB Review,211
positive,IMDB Review,380
negative,IMDB Review,573
positive,IMDB Review,110
negative,IMDB Review,201
positive,IMDB Review,261
positive,IMDB Review,131
negative,IMDB Review,180
negative,IMDB Review,130
positive,IMDB Review,145
positive,IMDB Review,152
negative,IMDB Review,127
positive,IMDB Review,648
negative,IMDB Review,250
negative,IMDB Review,138
negative,IMDB Review,143
negative,IMDB Review,168
negative,IMDB Review,230
negative,IMDB Review,197
negative,IMDB Review,142
positive,IMDB Review,129
positive,IMDB Review,207
positive,IMDB Review,194
negative,IMDB Review,118
positive,IMDB Review,177
negative,IMDB Review,109
negative,IMDB Review,162
negative,IMDB Review,120
positive,IMDB Review,246
negative,IMDB Review,161
positive,IMDB Review,889
negative,IMDB Review,303
positive,IMDB Review,351
positive,IMDB Review,141
positive,IMDB Review,500
positive,IMDB Review,119
positive,IMDB Review,996
negative,IMDB Review,125
negative,IMDB Review,266
positive,IMDB Review,64
negative,IMDB Review,336
negative,IMDB Review,122
negative,IMDB Review,188
positive,IMDB Review,146
positive,IMDB Review,75
negative,IMDB Review,169
positive,IMDB Review,143
positive,IMDB Review,164
positive,IMDB Review,254
positive,IMDB Review,159
negative,IMDB Review,136
positive,IMDB Review,44
negative,IMDB Review,324
negative,IMDB Review,187
positive,IMDB Review,635
negative,IMDB Review,324
positive,IMDB Review,125
negative,IMDB Review,1004
negative,IMDB Review,115
negative,IMDB Review,189
negative,IMDB Review,477
positive,IMDB Review,164
positive,IMDB Review,48
positive,IMDB Review,124
negative,IMDB Review,226
positive,IMDB Review,363
negative,IMDB Review,133
positive,IMDB Review,202
negative,IMDB Review,56
negative,IMDB Review,420
negative,IMDB Review,427
negative,IMDB Review,202
negative,IMDB Review,109
negative,IMDB Review,333
positive,IMDB Review,127
positive,IMDB Review,118
negative,IMDB Review,141
negative,IMDB Review,476
negative,IMDB Review,171
negative,IMDB Review,139
negative,IMDB Review,71
positive,IMDB Review,123
positive,IMDB Review,114
negative,IMDB Review,438
negative,IMDB Review,159
negative,IMDB Review,102
negative,IMDB Review,291
negative,IMDB Review,381
negative,IMDB Review,176
positive,IMDB Review,159
positive,IMDB Review,73
negative,IMDB Review,364
negative,IMDB Review,499
negative,IMDB Review,278
negative,IMDB Review,139
negative,IMDB Review,777
negative,IMDB Review,183
negative,IMDB Review,143
positive,IMDB Review,150
negative,IMDB Review,150
negative,IMDB Review,127
positive,IMDB Review,72
negative,IMDB Review,964
negative,IMDB Review,113
positive,IMDB Review,187
negative,IMDB Review,367
negative,IMDB Review,83
positive,IMDB Review,107
negative,IMDB Review,178
positive,IMDB Review,77
positive,IMDB Review,128
positive,IMDB Review,105
negative,IMDB Review,120
negative,IMDB Review,93
negative,IMDB Review,469
negative,IMDB Review,319
negative,IMDB Review,386
negative,IMDB Review,442
negative,IMDB Review,126
negative,IMDB Review,161
negative,IMDB Review,353
negative,IMDB Review,245
negative,IMDB Review,357
negative,IMDB Review,121
positive,IMDB Review,129
negative,IMDB Review,188
positive,IMDB Review,142
negative,IMDB Review,337
positive,IMDB Review,858
negative,IMDB Review,154
positive,IMDB Review,958
negative,IMDB Review,215
negative,IMDB Review,182
positive,IMDB Review,147
negative,IMDB Review,181
positive,IMDB Review,225
positive,IMDB Review,329
negative,IMDB Review,108
negative,IMDB Review,534
negative,IMDB Review,403
negative,IMDB Review,149
negative,IMDB Review,312
positive,IMDB Review,318
positive,IMDB Review,194
positive,IMDB Review,340
positive,IMDB Review,124
positive,IMDB Review,76
positive,IMDB Review,234
positive,IMDB Review,283
positive,IMDB Review,355
positive,IMDB Review,163
negative,IMDB Review,164
positive,IMDB Review,145
negative,IMDB Review,246
positive,IMDB Review,135
negative,IMDB Review,293
positive,IMDB Review,169
positive,IMDB Review,239
negative,IMDB Review,251
positive,IMDB Review,356
positive,IMDB Review,288
positive,IMDB Review,470
positive,IMDB Review,112
negative,IMDB Review,170
positive,IMDB Review,189
negative,IMDB Review,129
negative,IMDB Review,229
positive,IMDB Review,144
negative,IMDB Review,117
positive,IMDB Review,168
negative,IMDB Review,474
negative,IMDB Review,446
positive,IMDB Review,122
positive,IMDB Review,74
negative,IMDB Review,147
negative,IMDB Review,341
negative,IMDB Review,147
positive,IMDB Review,108
positive,IMDB Review,68
negative,IMDB Review,139
negative,IMDB Review,257
negative,IMDB Review,121
positive,IMDB Review,231
negative,IMDB Review,105
positive,IMDB Review,225
positive,IMDB Review,717
positive,IMDB Review,327
negative,IMDB Review,122
negative,IMDB Review,446
negative,IMDB Review,141
negative,IMDB Review,162
positive,IMDB Review,519
positive,IMDB Review,190
negative,IMDB Review,135
positive,IMDB Review,441
negative,IMDB Review,52
negative,IMDB Review,172
negative,IMDB Review,423
positive,IMDB Review,331
positive,IMDB Review,113
positive,IMDB Review,216
positive,IMDB Review,382
negative,IMDB Review,90
positive,IMDB Review,218
positive,IMDB Review,199
positive,IMDB Review,136
negative,IMDB Review,154
positive,IMDB Review,361
negative,IMDB Review,138
negative,IMDB Review,181
negative,IMDB Review,120
positive,IMDB Review,120
positive,IMDB Review,207
positive,IMDB Review,327
positive,IMDB Review,326
negative,IMDB Review,392
negative,IMDB Review,114
negative,IMDB Review,135
negative,IMDB Review,105
negative,IMDB Review,321
negative,IMDB Review,799
positive,IMDB Review,175
negative,IMDB Review,141
positive,IMDB Review,1000
positive,IMDB Review,181
negative,IMDB Review,85
positive,IMDB Review,244
positive,IMDB Review,50
negative,IMDB Review,40
positive,IMDB Review,793
positive,IMDB Review,128
negative,IMDB Review,185
positive,IMDB Review,317
positive,IMDB Review,111
positive,IMDB Review,252
positive,IMDB Review,206
negative,IMDB Review,193
negative,IMDB Review,51
positive,IMDB Review,274
negative,IMDB Review,197
positive,IMDB Review,117
negative,IMDB Review,108
negative,IMDB Review,83
negative,IMDB Review,96
positive,IMDB Review,150
positive,IMDB Review,114
negative,IMDB Review,199
negative,IMDB Review,379
negative,IMDB Review,136
positive,IMDB Review,428
positive,IMDB Review,339
negative,IMDB Review,152
negative,IMDB Review,152
positive,IMDB Review,209
negative,IMDB Review,84
negative,IMDB Review,328
negative,IMDB Review,315
positive,IMDB Review,336
negative,IMDB Review,176
positive,IMDB Review,146
negative,IMDB Review,88
positive,IMDB Review,135
negative,IMDB Review,149
negative,IMDB Review,128
negative,IMDB Review,704
negative,IMDB Review,97
negative,IMDB Review,166
negative,IMDB Review,131
negative,IMDB Review,165
positive,IMDB Review,625
negative,IMDB Review,468
negative,IMDB Review,385
negative,IMDB Review,245
negative,IMDB Review,194
negative,IMDB Review,160
positive,IMDB Review,376
positive,IMDB Review,120
negative,IMDB Review,130
negative,IMDB Review,143
positive,IMDB Review,242
negative,IMDB Review,124
negative,IMDB Review,102
negative,IMDB Review,166
negative,IMDB Review,121
positive,IMDB Review,85
negative,IMDB Review,543
negative,IMDB Review,267
negative,IMDB Review,465
positive,IMDB Review,947
negative,IMDB Review,226
negative,IMDB Review,223
negative,IMDB Review,260
negative,IMDB Review,141
negative,IMDB Review,246
positive,IMDB Review,122
positive,IMDB Review,157
positive,IMDB Review,128
negative,IMDB Review,378
positive,IMDB Review,96
positive,IMDB Review,121
negative,IMDB Review,166
positive,IMDB Review,117
negative,IMDB Review,138
negative,IMDB Review,115
negative,IMDB Review,468
positive,IMDB Review,286
negative,IMDB Review,113
positive,IMDB Review,260
negative,IMDB Review,123
positive,IMDB Review,136
negative,IMDB Review,351
negative,IMDB Review,422
negative,IMDB Review,167
positive,IMDB Review,108
negative,IMDB Review,117
negative,IMDB Review,136
positive,IMDB Review,157
negative,IMDB Review,176
negative,IMDB Review,328
negative,IMDB Review,54
positive,IMDB Review,149
positive,IMDB Review,190
negative,IMDB Review,163
negative,IMDB Review,112
negative,IMDB Review,45
negative,IMDB Review,155
negative,IMDB Review,284
negative,IMDB Review,172
negative,IMDB Review,421
positive,IMDB Review,61
positive,IMDB Review,107
positive,IMDB Review,149
negative,IMDB Review,104
negative,IMDB Review,96
negative,IMDB Review,126
positive,IMDB Review,684
negative,IMDB Review,125
positive,IMDB Review,241
negative,IMDB Review,149
negative,IMDB Review,101
positive,IMDB Review,116
negative,IMDB Review,64
negative,IMDB Review,560
positive,IMDB Review,146
positive,IMDB Review,156
negative,IMDB Review,255
positive,IMDB Review,58
positive,IMDB Review,298
positive,IMDB Review,630
negative,IMDB Review,176
positive,IMDB Review,112
negative,IMDB Review,121
positive,IMDB Review,245
negative,IMDB Review,148
positive,IMDB Review,104
negative,IMDB Review,286
negative,IMDB Review,130
positive,IMDB Review,440
negative,IMDB Review,154
positive,IMDB Review,684
negative,IMDB Review,119
positive,IMDB Review,89
negative,IMDB Review,233
negative,IMDB Review,138
negative,IMDB Review,315
positive,IMDB Review,313
negative,IMDB Review,98
positive,IMDB Review,99
negative,IMDB Review,147
negative,IMDB Review,92
negative,IMDB Review,127
negative,IMDB Review,376
positive,IMDB Review,146
positive,IMDB Review,266
positive,IMDB Review,800
negative,IMDB Review,149
positive,IMDB Review,406
negative,IMDB Review,198
positive,IMDB Review,49
positive,IMDB Review,128
positive,IMDB Review,229
negative,IMDB Review,174
negative,IMDB Review,117
positive,IMDB Review,800
positive,IMDB Review,226
negative,IMDB Review,188
positive,IMDB Review,191
negative,IMDB Review,153
positive,IMDB Review,82
positive,IMDB Review,100
positive,IMDB Review,39
positive,IMDB Review,214
positive,IMDB Review,41
negative,IMDB Review,134
negative,IMDB Review,95
positive,IMDB Review,498
positive,IMDB Review,107
negative,IMDB Review,202
negative,IMDB Review,127
negative,IMDB Review,385
negative,IMDB Review,244
positive,IMDB Review,67
negative,IMDB Review,225
negative,IMDB Review,177
positive,IMDB Review,209
positive,IMDB Review,113
negative,IMDB Review,408
positive,IMDB Review,573
negative,IMDB Review,316
positive,IMDB Review,164
positive,IMDB Review,175
negative,IMDB Review,159
positive,IMDB Review,150
negative,IMDB Review,58
negative,IMDB Review,159
negative,IMDB Review,249
positive,IMDB Review,213
negative,IMDB Review,238
positive,IMDB Review,124
positive,IMDB Review,359
positive,IMDB Review,158
positive,IMDB Review,237
negative,IMDB Review,569
positive,IMDB Review,46
negative,IMDB Review,123
negative,IMDB Review,151
negative,IMDB Review,95
positive,IMDB Review,63
negative,IMDB Review,209
positive,IMDB Review,299
positive,IMDB Review,60
negative,IMDB Review,359
positive,IMDB Review,348
positive,IMDB Review,149
positive,IMDB Review,325
positive,IMDB Review,534
positive,IMDB Review,110
positive,IMDB Review,171
positive,IMDB Review,68
negative,IMDB Review,244
negative,IMDB Review,890
positive,IMDB Review,212
negative,IMDB Review,53
positive,IMDB Review,283
negative,IMDB Review,265
positive,IMDB Review,157
negative,IMDB Review,139
negative,IMDB Review,167
positive,IMDB Review,246
negative,IMDB Review,65
positive,IMDB Review,43
positive,IMDB Review,364
positive,IMDB Review,188
positive,IMDB Review,407
negative,IMDB Review,103
positive,IMDB Review,99
negative,IMDB Review,111
negative,IMDB Review,380
positive,IMDB Review,132
negative,IMDB Review,130
negative,IMDB Review,92
positive,IMDB Review,158
negative,IMDB Review,183
positive,IMDB Review,84
negative,IMDB Review,55
positive,IMDB Review,58
positive,IMDB Review,103
negative,IMDB Review,116
negative,IMDB Review,322
positive,IMDB Review,120
positive,IMDB Review,142
negative,IMDB Review,245
negative,IMDB Review,118
negative,IMDB Review,568
positive,IMDB Review,139
positive,IMDB Review,317
negative,IMDB Review,141
positive,IMDB Review,90
negative,IMDB Review,64
positive,IMDB Review,126
negative,IMDB Review,144
negative,IMDB Review,237
negative,IMDB Review,124
positive,IMDB Review,147
positive,IMDB Review,280
positive,IMDB Review,125
positive,IMDB Review,157
negative,IMDB Review,189
positive,IMDB Review,183
negative,IMDB Review,282
positive,IMDB Review,177
negative,IMDB Review,282
negative,IMDB Review,251
negative,IMDB Review,104
positive,IMDB Review,381
positive,IMDB Review,156
negative,IMDB Review,344
positive,IMDB Review,236
positive,IMDB Review,123
negative,IMDB Review,201
positive,IMDB Review,108
negative,IMDB Review,209
positive,IMDB Review,75
negative,IMDB Review,103
negative,IMDB Review,290
positive,IMDB Review,190
negative,IMDB Review,208
positive,IMDB Review,291
positive,IMDB Review,639
positive,IMDB Review,121
negative,IMDB Review,216
positive,IMDB Review,274
positive,IMDB Review,289
positive,IMDB Review,356
negative,IMDB Review,161
negative,IMDB Review,587
positive,IMDB Review,490
negative,IMDB Review,169
negative,IMDB Review,70
negative,IMDB Review,998
positive,IMDB Review,327
negative,IMDB Review,72
negative,IMDB Review,334
negative,IMDB Review,219
negative,IMDB Review,215
negative,IMDB Review,311
negative,IMDB Review,371
negative,IMDB Review,122
positive,IMDB Review,214
negative,IMDB Review,295
positive,IMDB Review,352
positive,IMDB Review,119
negative,IMDB Review,237
positive,IMDB Review,211
negative,IMDB Review,191
positive,IMDB Review,156
negative,IMDB Review,205
positive,IMDB Review,147
negative,IMDB Review,322
negative,IMDB Review,365
positive,IMDB Review,218
negative,IMDB Review,118
positive,IMDB Review,171
negative,IMDB Review,323
negative,IMDB Review,189
positive,IMDB Review,46
negative,IMDB Review,209
negative,IMDB Review,183
negative,IMDB Review,126
positive,IMDB Review,117
positive,IMDB Review,127
positive,IMDB Review,189
negative,IMDB Review,161
positive,IMDB Review,85
negative,IMDB Review,529
positive,IMDB Review,63
positive,IMDB Review,391
negative,IMDB Review,226
positive,IMDB Review,211
negative,IMDB Review,124
negative,IMDB Review,518
positive,IMDB Review,149
negative,IMDB Review,203
negative,IMDB Review,169
negative,IMDB Review,133
negative,IMDB Review,468
positive,IMDB Review,671
positive,IMDB Review,45
negative,IMDB Review,53
negative,IMDB Review,138
negative,IMDB Review,272
negative,IMDB Review,249
positive,IMDB Review,173
positive,IMDB Review,195
positive,IMDB Review,120
negative,IMDB Review,210
negative,IMDB Review,171
positive,IMDB Review,407
negative,IMDB Review,320
positive,IMDB Review,730
positive,IMDB Review,407
negative,IMDB Review,57
positive,IMDB Review,163
negative,IMDB Review,480
positive,IMDB Review,127
negative,IMDB Review,86
negative,IMDB Review,54
negative,IMDB Review,210
negative,IMDB Review,134
negative,IMDB Review,232
negative,IMDB Review,251
negative,IMDB Review,108
positive,IMDB Review,173
positive,IMDB Review,232
negative,IMDB Review,236
positive,IMDB Review,35
negative,IMDB Review,366
negative,IMDB Review,178
positive,IMDB Review,120
positive,IMDB Review,426
negative,IMDB Review,170
positive,IMDB Review,136
negative,IMDB Review,37
negative,IMDB Review,755
negative,IMDB Review,584
positive,IMDB Review,119
negative,IMDB Review,149
positive,IMDB Review,135
negative,IMDB Review,429
positive,IMDB Review,108
positive,IMDB Review,131
positive,IMDB Review,247
negative,IMDB Review,363
positive,IMDB Review,387
positive,IMDB Review,219
positive,IMDB Review,47
negative,IMDB Review,239
positive,IMDB Review,134
negative,IMDB Review,113
negative,IMDB Review,111
negative,IMDB Review,156
positive,IMDB Review,212
positive,IMDB Review,178
